Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2,Genebiotype,Genesymbol
ENSG00000014914,211,295,195,187,855,375,241,620,protein_coding,MTMR11
ENSG00000014919,725,973,1020,1272,589,231,167,506,protein_coding,COX15
ENSG00000015133,4706,5266,3156,3934,126,50,53,185,protein_coding,CCDC88C
ENSG00000015153,655,714,614,587,419,119,146,417,protein_coding,YAF2
ENSG00000015171,6173,7226,7425,7847,1573,516,614,1777,protein_coding,ZMYND11
ENSG00000015285,101,79,72,92,4,2,1,8,protein_coding,WAS
ENSG00000015413,2,0,0,1,0,0,0,0,protein_coding,DPEP1
ENSG00000015475,320,302,306,476,393,121,147,346,protein_coding,BID
ENSG00000015479,283,243,243,251,77,14,30,101,protein_coding,MATR3
ENSG00000015520,51,41,35,46,1,2,0,2,protein_coding,NPC1L1
ENSG00000015532,818,913,829,1210,733,291,426,1125,protein_coding,XYLT2
ENSG00000015568,107,21,9,7,8,4,1,0,protein_coding,RGPD5
ENSG00000015592,68,76,20,147,0,0,0,0,protein_coding,STMN4
ENSG00000015676,1861,2112,2090,3244,746,289,426,1083,protein_coding,NUDCD3
ENSG00000016082,6,9,25,20,7,1,4,22,protein_coding,ISL1
ENSG00000016391,1295,1488,1117,1331,41,19,39,109,protein_coding,CHDH
ENSG00000016402,21,16,16,33,54,17,28,83,protein_coding,IL20RA
ENSG00000016490,0,0,0,0,0,0,0,0,protein_coding,CLCA1
ENSG00000016602,0,0,0,1,0,1,0,0,protein_coding,CLCA4
ENSG00000016864,1550,1712,1466,2067,860,351,400,936,protein_coding,GLT8D1
ENSG00000017260,6353,7394,5712,6190,3044,1058,1006,2712,protein_coding,ATP2C1
ENSG00000017427,269,308,80,91,0,1,0,0,protein_coding,IGF1
ENSG00000017483,9,5,13,6,28,13,1,8,protein_coding,SLC38A5
ENSG00000017797,3819,4579,3264,4049,239,82,95,318,protein_coding,RALBP1
ENSG00000018189,782,905,1004,1114,160,49,80,263,protein_coding,RUFY3
ENSG00000018236,0,0,0,0,866,308,264,779,protein_coding,CNTN1
ENSG00000018280,46,51,38,90,20,14,4,6,protein_coding,SLC11A1
ENSG00000018408,134,189,174,198,2474,782,841,2611,protein_coding,WWTR1
ENSG00000018510,1880,2127,1761,1696,2596,798,903,2533,protein_coding,AGPS
ENSG00000018610,529,592,682,877,110,50,79,185,protein_coding,STEEP1
ENSG00000018625,30,22,7,5,30,17,11,24,protein_coding,ATP1A2
ENSG00000018699,388,512,873,1010,639,236,356,924,protein_coding,TTC27
ENSG00000018869,182,206,165,182,0,0,0,0,protein_coding,ZNF582
ENSG00000019102,5,2,3,14,27,12,14,23,protein_coding,VSIG2
ENSG00000019144,1196,1288,670,929,332,130,229,576,protein_coding,PHLDB1
ENSG00000019169,1,3,2,2,36,14,30,52,protein_coding,MARCO
ENSG00000019186,0,0,1,0,182,70,102,242,protein_coding,CYP24A1
ENSG00000019485,49,48,61,67,168,52,82,216,protein_coding,PRDM11
ENSG00000019505,14,18,21,15,28,8,12,33,protein_coding,SYT13
ENSG00000019549,785,990,455,501,726,224,213,604,protein_coding,SNAI2
ENSG00000019582,5,8,7,12,7,1,3,6,protein_coding,CD74
ENSG00000019991,0,0,0,0,69,16,16,49,protein_coding,HGF
ENSG00000019995,1701,1821,1254,1505,1143,312,241,688,protein_coding,ZRANB1
ENSG00000020129,882,1203,1216,1599,299,116,150,336,protein_coding,NCDN
ENSG00000020181,4,6,17,12,33,18,40,110,protein_coding,ADGRA2
ENSG00000020256,1413,1497,1308,1695,698,282,334,947,protein_coding,ZFP64
ENSG00000020426,1115,1150,1169,1249,2183,698,841,2180,protein_coding,MNAT1
ENSG00000020577,165,138,69,107,5473,1742,838,2086,protein_coding,SAMD4A
ENSG00000020633,0,0,3,5,3,1,1,5,protein_coding,RUNX3
ENSG00000020922,1308,1602,2002,1909,328,132,215,506,protein_coding,MRE11
ENSG00000021300,10752,11652,8874,12459,312,112,150,363,protein_coding,PLEKHB1
ENSG00000021355,0,0,4,1,719,238,168,507,protein_coding,SERPINB1
ENSG00000021461,22,32,45,48,0,0,0,0,protein_coding,CYP3A43
ENSG00000021488,17,14,6,10,1,1,0,2,protein_coding,SLC7A9
ENSG00000021574,922,1149,1026,1110,1008,350,395,987,protein_coding,SPAST
ENSG00000021645,78,53,83,95,222,63,78,210,protein_coding,NRXN3
ENSG00000021762,1370,1552,2533,3490,59,20,43,107,protein_coding,OSBPL5
ENSG00000021776,2901,3526,3563,3750,2435,788,886,2440,protein_coding,AQR
ENSG00000021826,2021,2227,2600,2658,491,162,235,626,protein_coding,CPS1
ENSG00000021852,0,0,0,0,0,0,0,1,protein_coding,C8B
ENSG00000022267,6,6,1,2,1464,450,406,1087,protein_coding,FHL1
ENSG00000022277,1864,2164,2076,2508,1149,381,465,1202,protein_coding,RTF2
ENSG00000022355,0,0,1,0,1,1,3,3,protein_coding,GABRA1
ENSG00000022556,1194,1457,1663,2235,0,0,0,0,protein_coding,NLRP2
ENSG00000022567,335,365,381,533,32,12,43,87,protein_coding,SLC45A4
ENSG00000022840,3566,4195,3293,4445,1410,503,464,1190,protein_coding,RNF10
ENSG00000022976,490,594,699,785,54,27,42,136,protein_coding,ZNF839
ENSG00000023041,3069,3058,2530,2786,1446,494,498,1490,protein_coding,ZDHHC6
ENSG00000023171,16,8,11,6,3613,1034,1155,3116,protein_coding,GRAMD1B
ENSG00000023191,1035,1115,1177,1981,910,332,409,1005,protein_coding,RNH1
ENSG00000023228,6190,7264,7792,8709,2294,745,870,2459,protein_coding,NDUFS1
ENSG00000023287,4530,4699,3988,4104,1469,436,384,1115,protein_coding,RB1CC1
ENSG00000023318,3643,4558,6158,6643,2111,803,605,1690,protein_coding,ERP44
ENSG00000023330,4356,5184,3079,3627,356,115,128,400,protein_coding,ALAS1
ENSG00000023445,587,736,1277,1306,627,169,165,475,protein_coding,BIRC3
ENSG00000023516,4882,5641,4297,4639,639,228,270,741,protein_coding,AKAP11
ENSG00000023572,1205,1539,1260,1324,153,39,65,159,protein_coding,GLRX2
ENSG00000023608,1015,1159,735,697,2382,699,769,2006,protein_coding,SNAPC1
ENSG00000023697,760,850,995,1215,655,265,269,661,protein_coding,DERA
ENSG00000023734,13550,15225,16438,19394,1696,505,725,1921,protein_coding,STRAP
ENSG00000023839,18,20,16,12,22,4,7,27,protein_coding,ABCC2
ENSG00000023892,614,693,813,1183,377,161,254,718,protein_coding,DEF6
ENSG00000023902,150,132,47,120,436,140,185,463,protein_coding,PLEKHO1
ENSG00000023909,1570,1924,2129,2097,1865,532,553,1397,protein_coding,GCLM
ENSG00000024048,1760,2258,1816,1850,2003,603,806,2188,protein_coding,UBR2
ENSG00000024422,3,3,1,0,20,6,5,18,protein_coding,EHD2
ENSG00000024526,733,886,1123,995,3482,1158,1278,3497,protein_coding,DEPDC1
ENSG00000024862,304,310,405,505,296,117,113,299,protein_coding,CCDC28A
ENSG00000025039,1264,1409,742,962,1058,350,306,805,protein_coding,RRAGD
ENSG00000025156,1347,1419,991,1051,430,124,146,415,protein_coding,HSF2
ENSG00000025293,2981,3470,2998,3303,1220,409,483,1291,protein_coding,PHF20
ENSG00000025423,111,117,88,127,13,4,8,23,protein_coding,HSD17B6
ENSG00000025434,381,408,582,907,78,33,83,155,protein_coding,NR1H3
ENSG00000025708,214,208,279,542,72,31,43,114,protein_coding,TYMP
ENSG00000025770,347,363,425,571,218,85,138,292,protein_coding,NCAPH2
ENSG00000025772,2705,3204,2731,4008,5094,1955,2103,6216,protein_coding,TOMM34
ENSG00000025796,14643,16433,14957,16304,2928,851,813,2577,protein_coding,SEC63
ENSG00000025800,3697,4144,3925,5352,1630,515,784,2238,protein_coding,KPNA6
ENSG00000026025,1762,2126,1628,1983,13549,4789,1690,4647,protein_coding,VIM
ENSG00000026036,45,59,24,37,16,1,24,53,protein_coding,RTEL1-TNFRSF6B
ENSG00000026103,420,451,713,822,338,116,185,446,protein_coding,FAS
ENSG00000026297,639,649,700,850,96,50,47,104,protein_coding,RNASET2
ENSG00000026508,19,9,12,14,19797,6330,5978,17894,protein_coding,CD44
ENSG00000026559,161,168,240,374,291,122,177,475,protein_coding,KCNG1
ENSG00000026652,15,13,11,7,365,136,123,299,protein_coding,AGPAT4
ENSG00000026751,0,0,1,6,30,7,5,12,protein_coding,SLAMF7
ENSG00000026950,620,617,1031,1052,349,106,383,961,protein_coding,BTN3A1
ENSG00000027001,1251,1505,1212,1687,843,277,339,926,protein_coding,MIPEP
ENSG00000027075,718,762,545,625,336,101,158,482,protein_coding,PRKCH
ENSG00000027644,1,0,0,3,3,0,4,2,protein_coding,INSRR
ENSG00000027697,1050,1282,1094,1199,902,294,231,708,protein_coding,IFNGR1
ENSG00000027847,595,732,554,862,237,92,109,321,protein_coding,B4GALT7
ENSG00000027869,6,9,9,9,317,127,113,307,protein_coding,SH2D2A
ENSG00000028116,689,825,965,1057,322,112,144,418,protein_coding,VRK2
ENSG00000028137,3,8,9,24,3,1,5,5,protein_coding,TNFRSF1B
ENSG00000028203,4779,5004,5599,6749,1377,495,473,1278,protein_coding,VEZT
ENSG00000028277,30,36,16,12,180,72,62,214,protein_coding,POU2F2
ENSG00000028310,1103,1204,1164,1494,322,106,183,463,protein_coding,BRD9
ENSG00000028528,3493,3949,4033,4959,1105,416,488,1194,protein_coding,SNX1
ENSG00000028839,1258,1313,753,969,396,157,175,470,protein_coding,TBPL1
ENSG00000029153,714,738,322,431,5583,1873,1734,4791,protein_coding,ARNTL2
ENSG00000029363,12501,14589,10770,11138,3790,1163,1215,3406,protein_coding,BCLAF1
ENSG00000029364,3258,3920,3304,4112,6315,2217,2196,5920,protein_coding,SLC39A9
ENSG00000029534,367,328,257,277,22,6,25,56,protein_coding,ANK1
ENSG00000029559,59,115,4,7,0,0,0,0,protein_coding,IBSP
ENSG00000029639,311,308,309,347,233,71,95,260,protein_coding,TFB1M
ENSG00000029725,3977,4517,4081,4401,542,148,189,651,protein_coding,RABEP1
ENSG00000029993,2605,2829,2412,3144,1097,400,445,1167,protein_coding,HMGB3
ENSG00000030066,2325,2894,2837,2635,1812,596,865,2114,protein_coding,NUP160
ENSG00000030110,201,267,213,323,210,81,96,260,protein_coding,BAK1
ENSG00000030304,9,9,9,4,1,4,1,8,protein_coding,MUSK
ENSG00000030419,200,212,248,225,444,145,88,220,protein_coding,IKZF2
ENSG00000030582,1714,1935,1441,2211,5706,2345,1079,3128,protein_coding,GRN
ENSG00000031003,2155,2915,2261,2439,1086,323,201,596,protein_coding,FAM13B
ENSG00000031081,80,59,48,48,928,282,397,1105,protein_coding,ARHGAP31
ENSG00000031691,409,545,453,413,505,198,187,509,protein_coding,CENPQ
ENSG00000031698,8015,8639,10355,16169,2681,893,1088,3129,protein_coding,SARS1
ENSG00000031823,2628,3245,2324,3047,1483,500,690,1863,protein_coding,RANBP3
ENSG00000032219,1813,1904,1412,1490,1465,398,394,1055,protein_coding,ARID4A
ENSG00000032389,363,446,510,761,158,41,87,182,protein_coding,EIPR1
ENSG00000032444,1436,1702,934,1590,1116,385,371,951,protein_coding,PNPLA6
ENSG00000032742,848,956,1059,1045,496,170,162,480,protein_coding,IFT88
ENSG00000033011,382,527,638,787,231,64,155,356,protein_coding,ALG1
ENSG00000033030,1185,1391,1517,1808,466,152,206,585,protein_coding,ZCCHC8
ENSG00000033050,551,708,559,922,203,74,138,335,protein_coding,ABCF2
ENSG00000033100,648,819,432,892,519,224,190,483,protein_coding,CHPF2
ENSG00000033122,122,148,82,114,34,12,19,42,protein_coding,LRRC7
ENSG00000033170,750,805,769,922,5086,1628,2461,6819,protein_coding,FUT8
ENSG00000033178,4333,5061,4056,3814,7738,2572,1736,4836,protein_coding,UBA6
ENSG00000033327,540,566,273,372,143,47,80,178,protein_coding,GAB2
ENSG00000033627,2595,3085,2616,3335,7,9,5,13,protein_coding,ATP6V0A1
ENSG00000033800,4007,4622,2121,2362,1837,583,602,1887,protein_coding,PIAS1
ENSG00000033867,3384,4063,2960,2814,1931,687,807,2339,protein_coding,SLC4A7
ENSG00000034053,1392,1648,1118,1632,402,105,168,390,protein_coding,APBA2
ENSG00000034152,811,1013,1555,2576,131,39,109,243,protein_coding,MAP2K3
ENSG00000034239,0,0,0,0,7,1,6,9,protein_coding,EFCAB1
ENSG00000034510,10431,12303,4100,7130,16623,6211,5855,13758,protein_coding,TMSB10
ENSG00000034533,324,400,573,570,265,98,96,303,protein_coding,ASTE1
ENSG00000034677,1278,1408,1079,1254,2008,603,441,1171,protein_coding,RNF19A
ENSG00000034693,1614,1866,1038,1178,698,244,205,600,protein_coding,PEX3
ENSG00000034713,1770,2219,1976,2534,623,246,243,521,protein_coding,GABARAPL2
ENSG00000034971,0,1,0,0,0,0,0,0,protein_coding,MYOC
ENSG00000035115,721,867,618,565,131,55,53,129,protein_coding,SH3YL1
ENSG00000035141,2963,3652,3534,4238,2313,643,816,2200,protein_coding,FAM136A
ENSG00000035403,6623,7799,7438,8131,25497,9274,9984,26578,protein_coding,VCL
ENSG00000035499,957,1008,889,1045,1024,347,378,980,protein_coding,DEPDC1B
ENSG00000035664,126,112,117,235,40,8,8,45,protein_coding,DAPK2
ENSG00000035681,2420,2745,2339,2866,639,145,195,629,protein_coding,NSMAF
ENSG00000035687,2285,2643,2518,2692,1472,426,600,1591,protein_coding,ADSS2
ENSG00000035720,11,14,0,1,3,1,0,2,protein_coding,STAP1
ENSG00000035862,2187,2185,1603,2115,1664,531,521,1653,protein_coding,TIMP2
ENSG00000035928,7833,9100,8779,8710,1500,350,383,1059,protein_coding,RFC1
ENSG00000036054,1494,1851,1559,1567,2270,804,649,1702,protein_coding,TBC1D23
ENSG00000036257,2358,2765,2492,2706,1654,526,568,1622,protein_coding,CUL3
ENSG00000036448,128,164,134,152,1,1,0,0,protein_coding,MYOM2
ENSG00000036473,0,0,0,0,4,2,0,6,protein_coding,OTC
ENSG00000036530,256,266,146,175,14,3,3,24,protein_coding,CYP46A1
ENSG00000036549,3382,4100,3795,3909,2375,762,837,2465,protein_coding,ZZZ3
ENSG00000036565,0,0,0,0,0,0,0,0,protein_coding,SLC18A1
ENSG00000036672,230,244,187,223,66,24,51,103,protein_coding,USP2
ENSG00000036828,3,12,1,3,0,0,0,0,protein_coding,CASR
ENSG00000037042,1404,1362,775,1054,124,58,77,174,protein_coding,TUBG2
ENSG00000037241,810,920,977,1252,269,85,145,330,protein_coding,RPL26L1
ENSG00000037280,90,94,168,231,22,6,10,30,protein_coding,FLT4
ENSG00000037474,6253,7667,6487,6931,542,157,190,592,protein_coding,NSUN2
ENSG00000037637,947,1091,666,991,741,256,160,459,protein_coding,FBXO42
ENSG00000037749,2655,3356,2743,2972,924,303,337,784,protein_coding,MFAP3
ENSG00000037757,291,406,361,472,266,99,149,366,protein_coding,MRI1
ENSG00000037897,502,639,1034,1283,130,50,114,331,protein_coding,METTL1
ENSG00000037965,21,26,8,8,105,38,67,223,protein_coding,HOXC8
ENSG00000038002,1081,1095,1359,1694,866,311,260,742,protein_coding,AGA
ENSG00000038210,3883,4621,3316,3145,311,93,78,227,protein_coding,PI4K2B
ENSG00000038219,4207,4587,3558,3521,628,187,201,591,protein_coding,BOD1L1
ENSG00000038274,1528,1790,1564,1713,278,82,150,350,protein_coding,MAT2B
ENSG00000038295,410,399,395,373,110,31,58,143,protein_coding,TLL1
ENSG00000038358,1816,2055,1580,1923,644,253,319,880,protein_coding,EDC4
ENSG00000038382,3826,4440,1982,2294,2173,674,530,1495,protein_coding,TRIO
ENSG00000038427,4,0,1,0,1918,599,496,1416,protein_coding,VCAN
ENSG00000038532,1726,1977,1299,1647,291,119,130,347,protein_coding,CLEC16A
ENSG00000038945,4,4,6,5,0,0,0,0,protein_coding,MSR1
ENSG00000039068,28940,34046,29405,34236,287,93,51,151,protein_coding,CDH1
ENSG00000039123,3438,3935,4270,4647,1512,461,548,1553,protein_coding,MTREX
ENSG00000039139,1007,1136,1008,1099,157,60,82,241,protein_coding,DNAH5
ENSG00000039319,3182,3865,3281,3120,1475,414,384,1150,protein_coding,ZFYVE16
ENSG00000039523,3114,3385,2626,3855,559,192,146,414,protein_coding,RIPOR1
ENSG00000039537,1,4,2,5,0,0,0,0,protein_coding,C6
ENSG00000039560,1296,1449,1973,2242,10444,3654,3596,9854,protein_coding,RAI14
ENSG00000039600,0,0,0,0,4,0,3,10,protein_coding,SOX30
ENSG00000039650,1058,1204,814,1057,261,113,147,325,protein_coding,PNKP
ENSG00000039987,3,11,6,4,3,0,0,7,protein_coding,BEST2
ENSG00000040199,1049,1312,891,889,1026,378,451,1163,protein_coding,PHLPP2
ENSG00000040275,1876,2386,2156,2190,1680,508,617,1622,protein_coding,SPDL1
ENSG00000040341,2303,2520,2348,2647,1803,695,800,2109,protein_coding,STAU2
ENSG00000040487,184,190,135,215,269,96,125,331,protein_coding,SLC66A1
ENSG00000040531,601,694,531,731,114,42,84,185,protein_coding,CTNS
ENSG00000040608,123,112,119,232,158,70,77,191,protein_coding,RTN4R
ENSG00000040633,3024,3654,2974,3948,1104,376,462,1259,protein_coding,PHF23
ENSG00000040731,0,0,1,0,3,0,2,4,protein_coding,CDH10
ENSG00000040933,905,954,941,1109,465,138,201,523,protein_coding,INPP4A
ENSG00000041353,313,396,1280,1101,1295,407,503,1383,protein_coding,RAB27B
ENSG00000041357,7955,9402,9025,11467,1706,579,649,1688,protein_coding,PSMA4
ENSG00000041515,4,0,4,1,3,2,1,2,protein_coding,MYO16
ENSG00000041802,2631,3142,2727,2836,407,119,222,685,protein_coding,LSG1
ENSG00000041880,2320,2427,1226,1585,90,45,42,123,protein_coding,PARP3
ENSG00000041982,260,383,26,29,873,263,369,986,protein_coding,TNC
ENSG00000041988,512,492,423,641,251,94,155,385,protein_coding,THAP3
ENSG00000042062,0,3,5,10,15,7,5,22,protein_coding,RIPOR3
ENSG00000042088,1197,1482,1107,1381,756,264,280,759,protein_coding,TDP1
ENSG00000042286,137,145,96,136,318,108,174,405,protein_coding,AIFM2
ENSG00000042317,570,633,593,724,200,89,83,254,protein_coding,SPATA7
ENSG00000042429,125,167,101,166,135,50,67,173,protein_coding,MED17
ENSG00000042445,2047,2219,2238,2739,717,249,246,836,protein_coding,RETSAT
ENSG00000042493,48,55,18,21,547,228,270,630,protein_coding,CAPG
ENSG00000042753,1650,2002,2063,2775,1092,429,488,1248,protein_coding,AP2S1
ENSG00000042781,7,17,26,21,35,8,17,34,protein_coding,USH2A
ENSG00000042813,0,0,0,0,0,0,0,0,protein_coding,ZPBP
ENSG00000042832,36,56,19,18,6,3,4,15,protein_coding,TG
ENSG00000042980,387,555,59,56,50,16,14,55,protein_coding,ADAM28
ENSG00000043039,239,230,29,34,48,24,1,25,protein_coding,BARX2
ENSG00000043093,3451,3780,4404,4361,2284,701,700,2101,protein_coding,DCUN1D1
ENSG00000043143,370,448,287,419,612,170,280,767,protein_coding,JADE2
ENSG00000043355,814,902,1083,1166,109,45,39,126,protein_coding,ZIC2
ENSG00000043462,10,5,30,34,1,0,0,1,protein_coding,LCP2
ENSG00000043514,1516,1943,1465,1679,247,72,92,269,protein_coding,TRIT1
ENSG00000043591,28,32,40,47,18,10,5,13,protein_coding,ADRB1
ENSG00000044012,0,0,0,1,0,0,0,0,protein_coding,GUCA2B
ENSG00000044090,1051,1110,764,1121,249,111,119,315,protein_coding,CUL7
ENSG00000044115,17221,19621,13375,15274,4,1,4,12,protein_coding,CTNNA1
ENSG00000044446,881,1093,1225,1221,1043,422,427,1147,protein_coding,PHKA2
ENSG00000044459,1398,1593,1545,1407,446,141,177,475,protein_coding,CNTLN
ENSG00000044524,970,1007,1081,1071,489,183,17,74,protein_coding,EPHA3
ENSG00000044574,38130,50324,46662,48351,4320,1552,1377,3879,protein_coding,HSPA5
ENSG00000046604,11858,13730,8025,8231,4704,1748,1390,3945,protein_coding,DSG2
ENSG00000046647,617,727,663,864,267,124,184,411,protein_coding,GEMIN8
ENSG00000046651,1166,1270,1264,1343,1512,569,535,1411,protein_coding,OFD1
ENSG00000046653,134,149,175,158,82,30,29,95,protein_coding,GPM6B
ENSG00000046774,258,289,260,408,0,0,0,0,protein_coding,MAGEC2
ENSG00000046889,45,35,61,64,45,18,36,110,protein_coding,PREX2
ENSG00000047056,762,883,848,1009,147,62,59,162,protein_coding,WDR37
ENSG00000047188,5285,6343,5822,5789,1513,489,615,1810,protein_coding,YTHDC2
ENSG00000047230,1299,1565,1659,1740,1367,534,760,1861,protein_coding,CTPS2
ENSG00000047249,1532,1622,1167,1630,213,63,82,201,protein_coding,ATP6V1H
ENSG00000047315,9714,11538,9393,10162,7688,2346,2648,6841,protein_coding,POLR2B
ENSG00000047346,2251,2735,3311,3303,158,55,50,136,protein_coding,FAM214A
ENSG00000047365,364,475,462,547,345,76,133,416,protein_coding,ARAP2
ENSG00000047410,10023,11211,10070,10027,1419,474,543,1574,protein_coding,TPR
ENSG00000047457,102,117,206,199,16,6,5,11,protein_coding,CP
ENSG00000047578,1741,1985,1717,1992,338,132,182,397,protein_coding,KATNIP
ENSG00000047579,343,327,456,576,25,24,20,69,protein_coding,DTNBP1
ENSG00000047597,0,0,0,0,538,173,275,691,protein_coding,XK
ENSG00000047617,13,30,14,23,4,1,3,12,protein_coding,ANO2
ENSG00000047621,758,964,1378,1421,753,253,313,726,protein_coding,C12orf4
ENSG00000047634,4324,4701,3955,4072,2108,720,979,2708,protein_coding,SCML1
ENSG00000047644,1168,1324,1896,2499,527,175,265,860,protein_coding,WWC3
ENSG00000047648,9864,10501,3437,3653,1076,369,377,1074,protein_coding,ARHGAP6
ENSG00000047662,13,8,69,90,7,1,3,12,protein_coding,FAM184B
ENSG00000047849,12774,14638,13005,15441,6973,2395,1472,4141,protein_coding,MAP4
ENSG00000047932,2061,2378,2252,2537,389,126,163,422,protein_coding,GOPC
ENSG00000047936,0,1,1,0,19,6,3,6,protein_coding,ROS1
ENSG00000048028,2408,2520,1090,1208,1584,481,382,1128,protein_coding,USP28
ENSG00000048052,13,24,12,3,861,320,348,960,protein_coding,HDAC9
ENSG00000048140,1420,1679,1269,1988,767,277,367,882,protein_coding,TSPAN17
ENSG00000048162,1152,1597,1686,2123,419,141,300,785,protein_coding,NOP16
ENSG00000048342,443,498,726,992,173,56,98,262,protein_coding,CC2D2A
ENSG00000048392,8297,8607,4330,4460,1212,418,597,1535,protein_coding,RRM2B
ENSG00000048405,1120,1347,1286,1263,923,314,285,857,protein_coding,ZNF800
ENSG00000048462,0,2,5,1,2,2,0,1,protein_coding,TNFRSF17
ENSG00000048471,640,779,638,831,264,87,56,181,protein_coding,SNX29
ENSG00000048540,1,6,1,5,33,5,8,19,protein_coding,LMO3
ENSG00000048544,1716,1816,1970,2133,2135,732,993,2653,protein_coding,MRPS10
ENSG00000048545,0,2,0,0,0,0,0,1,protein_coding,GUCA1A
ENSG00000048649,3979,4506,3778,3841,974,328,283,882,protein_coding,RSF1
ENSG00000048707,3693,3896,2566,2733,2505,848,753,1988,protein_coding,VPS13D
ENSG00000048740,4,9,1,3,166,56,91,286,protein_coding,CELF2
ENSG00000048828,8170,8738,11149,15239,3851,1409,1277,3780,protein_coding,FAM120A
ENSG00000048991,4477,4838,4832,5845,2122,668,739,2222,protein_coding,R3HDM1
ENSG00000049089,166,172,261,342,13,7,4,16,protein_coding,COL9A2
ENSG00000049130,67,102,135,166,105,35,49,160,protein_coding,KITLG
ENSG00000049167,575,701,623,751,242,91,92,281,protein_coding,ERCC8
ENSG00000049192,15,23,7,5,118,46,24,64,protein_coding,ADAMTS6
ENSG00000049239,1763,1921,1750,2346,165,65,75,214,protein_coding,H6PD
ENSG00000049245,3048,3732,3290,4329,2517,848,742,2279,protein_coding,VAMP3
ENSG00000049246,894,948,694,706,112,34,84,200,protein_coding,PER3
ENSG00000049247,0,1,2,0,1,1,0,0,protein_coding,UTS2
ENSG00000049249,0,5,27,14,444,156,175,424,protein_coding,TNFRSF9
ENSG00000049283,1834,2348,1688,2292,26,7,16,50,protein_coding,EPN3
ENSG00000049323,236,208,191,256,4112,1398,1541,4148,protein_coding,LTBP1
ENSG00000049449,2053,2459,2780,3041,1739,562,598,1714,protein_coding,RCN1
ENSG00000049540,50,32,36,51,3,2,1,5,protein_coding,ELN
ENSG00000049541,1264,1534,1723,2019,335,120,181,476,protein_coding,RFC2
